"YahooSymbol","PriceDate","Close"
"DOL.TO","04-02-15",61.28
"DOL.TO","05-02-15",60.4
"DOL.TO","06-02-15",59.8
"DOL.TO","09-02-15",60.76
"DOL.TO","10-02-15",61.36
"DOL.TO","11-02-15",61.1
"DOL.TO","12-02-15",60.8
"DOL.TO","13-02-15",60.5
"DOL.TO","17-02-15",60.99
"DOL.TO","18-02-15",61.17
"DOL.TO","19-02-15",61.96
"DOL.TO","20-02-15",62.65
"DOL.TO","23-02-15",63.52
"DOL.TO","24-02-15",62.65
"DOL.TO","25-02-15",62.72
"DOL.TO","26-02-15",63.24
"DOL.TO","27-02-15",62.52
"DOL.TO","02-03-15",63.34
"DOL.TO","03-03-15",62.74
"DOL.TO","04-03-15",63.05
"DOL.TO","05-03-15",63
"DOL.TO","06-03-15",63
"DOL.TO","09-03-15",63
"DOL.TO","10-03-15",62.59
"DOL.TO","11-03-15",62.25
"DOL.TO","12-03-15",63
"DOL.TO","13-03-15",63.09
"DOL.TO","16-03-15",63.77
"DOL.TO","17-03-15",63.93
"DOL.TO","18-03-15",64.51
"DOL.TO","19-03-15",64.77
"DOL.TO","20-03-15",65.05
"DOL.TO","23-03-15",65.19
"DOL.TO","24-03-15",66.3
"DOL.TO","25-03-15",68.1
"DOL.TO","26-03-15",69.05
"DOL.TO","27-03-15",70.22
"DOL.TO","30-03-15",70.4
"DOL.TO","31-03-15",70.8
"DOL.TO","01-04-15",70.97
"DOL.TO","02-04-15",71.16
"DOL.TO","06-04-15",71.66
"DOL.TO","07-04-15",71.73
"DOL.TO","08-04-15",73.52
"DOL.TO","09-04-15",73.82
"DOL.TO","10-04-15",72.36
"DOL.TO","13-04-15",72.43
"DOL.TO","14-04-15",71.79
"DOL.TO","15-04-15",70.25
"DOL.TO","16-04-15",71
"DOL.TO","17-04-15",70.78
"DOL.TO","20-04-15",69.79
"DOL.TO","21-04-15",69.72
"DOL.TO","22-04-15",69.44
"DOL.TO","23-04-15",69.3
"DOL.TO","24-04-15",69.63
"DOL.TO","27-04-15",69.3
"DOL.TO","28-04-15",69.14
"DOL.TO","29-04-15",68.77
"DOL.TO","30-04-15",69.28
"DOL.TO","01-05-15",68.97
"DOL.TO","04-05-15",69.99
"DOL.TO","05-05-15",69.62
"DOL.TO","06-05-15",70.08
"DOL.TO","07-05-15",71.2
"DOL.TO","08-05-15",71.8
"DOL.TO","11-05-15",70.87
"DOL.TO","12-05-15",70.38
"DOL.TO","13-05-15",71.03
"DOL.TO","14-05-15",71.7
"DOL.TO","15-05-15",71.96
"DOL.TO","18-05-15",71.96
"DOL.TO","19-05-15",71.04
"DOL.TO","20-05-15",71.46
"DOL.TO","21-05-15",70.05
"DOL.TO","22-05-15",69.44
"DOL.TO","25-05-15",70.49
"DOL.TO","26-05-15",69.98
"DOL.TO","27-05-15",70.49
"DOL.TO","28-05-15",70.29
"DOL.TO","29-05-15",68.88
"DOL.TO","01-06-15",71.33
"DOL.TO","02-06-15",71.36
"DOL.TO","03-06-15",72.35
"DOL.TO","04-06-15",71.6
"DOL.TO","05-06-15",71.28
"DOL.TO","08-06-15",71.72
"DOL.TO","09-06-15",70.89
"DOL.TO","10-06-15",72.8
"DOL.TO","11-06-15",72.43
"DOL.TO","12-06-15",72.01
"DOL.TO","15-06-15",72
"DOL.TO","16-06-15",74.1
"DOL.TO","17-06-15",74.19
"DOL.TO","18-06-15",74.73
"DOL.TO","19-06-15",73.66
"DOL.TO","22-06-15",74.33
"DOL.TO","23-06-15",75.42
"DOL.TO","24-06-15",75.63
"DOL.TO","25-06-15",76.4
"DOL.TO","26-06-15",75.64
"DOL.TO","29-06-15",74.06
"DOL.TO","30-06-15",75.7
"DOL.TO","01-07-15",75.7
"DOL.TO","02-07-15",76.01
"DOL.TO","03-07-15",76.43
"DOL.TO","06-07-15",76.45
"DOL.TO","07-07-15",75.98
"DOL.TO","08-07-15",75.6
"DOL.TO","09-07-15",74.74
"DOL.TO","10-07-15",76.09
"DOL.TO","13-07-15",78.21
"DOL.TO","14-07-15",79.51
"DOL.TO","15-07-15",80.4
"DOL.TO","16-07-15",80.02
"DOL.TO","17-07-15",80.2
"DOL.TO","20-07-15",80.1
"DOL.TO","21-07-15",79.4
"DOL.TO","22-07-15",78.5
"DOL.TO","23-07-15",78.54
"DOL.TO","24-07-15",77.75
"DOL.TO","27-07-15",77.16
"DOL.TO","28-07-15",77.14
"DOL.TO","29-07-15",78.49
"DOL.TO","30-07-15",78.37
"DOL.TO","31-07-15",77.85
"DOL.TO","03-08-15",77.85
"DOL.TO","04-08-15",80.39
"DOL.TO","05-08-15",80.9
"DOL.TO","06-08-15",78.98
"DOL.TO","07-08-15",77.62
"DOL.TO","10-08-15",78.2
"DOL.TO","11-08-15",78.95
"DOL.TO","12-08-15",78.58
"DOL.TO","13-08-15",78.78
"DOL.TO","14-08-15",79.92
"DOL.TO","17-08-15",79.76
"DOL.TO","18-08-15",80.48
"DOL.TO","19-08-15",80.98
"DOL.TO","20-08-15",79.28
"DOL.TO","21-08-15",76.01
"DOL.TO","24-08-15",73.69
"DOL.TO","25-08-15",76.5
"DOL.TO","26-08-15",76.17
"DOL.TO","27-08-15",76
"DOL.TO","28-08-15",77.32
"DOL.TO","31-08-15",75.12
"DOL.TO","01-09-15",76.27
"DOL.TO","02-09-15",77.07
"DOL.TO","03-09-15",76.9
"DOL.TO","04-09-15",75.93
"DOL.TO","08-09-15",79.72
"DOL.TO","09-09-15",80.21
"DOL.TO","10-09-15",85.56
"DOL.TO","11-09-15",86.98
"DOL.TO","14-09-15",85
"DOL.TO","15-09-15",87
"DOL.TO","16-09-15",87.98
"DOL.TO","17-09-15",86.85
"DOL.TO","18-09-15",86.04
"DOL.TO","21-09-15",87.6
"DOL.TO","22-09-15",86.62
"DOL.TO","23-09-15",87.4
"DOL.TO","24-09-15",89.12
"DOL.TO","25-09-15",90.45
"DOL.TO","28-09-15",88
"DOL.TO","29-09-15",88.09
"DOL.TO","30-09-15",90.13
"DOL.TO","01-10-15",91.08
"DOL.TO","02-10-15",90.99
"DOL.TO","05-10-15",91.97
"DOL.TO","06-10-15",89.75
"DOL.TO","07-10-15",88.58
"DOL.TO","08-10-15",89.3
"DOL.TO","09-10-15",88.38
"DOL.TO","12-10-15",88.38
"DOL.TO","13-10-15",88.95
"DOL.TO","14-10-15",88.74
"DOL.TO","15-10-15",88.77
"DOL.TO","16-10-15",88.33
"DOL.TO","19-10-15",89.65
"DOL.TO","20-10-15",91.37
"DOL.TO","21-10-15",91.29
"DOL.TO","22-10-15",91.84
"DOL.TO","23-10-15",92.53
"DOL.TO","26-10-15",93.34
"DOL.TO","27-10-15",91.49
"DOL.TO","28-10-15",89.72
"DOL.TO","29-10-15",90.5
"DOL.TO","30-10-15",88.33
"DOL.TO","02-11-15",89.22
"DOL.TO","03-11-15",89.77
"DOL.TO","04-11-15",91.58
"DOL.TO","05-11-15",92.33
"DOL.TO","06-11-15",92.17
"DOL.TO","09-11-15",91.28
"DOL.TO","10-11-15",91.33
"DOL.TO","11-11-15",89.61
"DOL.TO","12-11-15",88.08
"DOL.TO","13-11-15",87.72
"DOL.TO","16-11-15",87.55
"DOL.TO","17-11-15",88.5
"DOL.TO","18-11-15",88.78
"DOL.TO","19-11-15",89.59
"DOL.TO","20-11-15",90.64
"DOL.TO","23-11-15",90.87
"DOL.TO","24-11-15",89.09
"DOL.TO","25-11-15",90.23
"DOL.TO","26-11-15",89.84
"DOL.TO","27-11-15",90.07
"DOL.TO","30-11-15",89.3
"DOL.TO","01-12-15",89.82
"DOL.TO","02-12-15",90
"DOL.TO","03-12-15",88.09
"DOL.TO","04-12-15",89.42
"DOL.TO","07-12-15",89.35
"DOL.TO","08-12-15",88.1
"DOL.TO","09-12-15",81.7
"DOL.TO","10-12-15",77.37
"DOL.TO","11-12-15",78.48
"DOL.TO","14-12-15",80
"DOL.TO","15-12-15",79.94
"DOL.TO","16-12-15",80.3
"DOL.TO","17-12-15",78.79
"DOL.TO","18-12-15",79.65
"DOL.TO","21-12-15",80.03
"DOL.TO","22-12-15",80.04
"DOL.TO","23-12-15",80.08
"DOL.TO","24-12-15",80.14
"DOL.TO","28-12-15",80.35
"DOL.TO","29-12-15",80.35
"DOL.TO","30-12-15",80.89
"DOL.TO","31-12-15",79.94
"DOO.TO","02-01-15",24.2
"DOO.TO","05-01-15",23.75
"DOO.TO","06-01-15",23.38
"DOO.TO","07-01-15",23.39
"DOO.TO","08-01-15",23.23
"DOO.TO","09-01-15",23.07
"DOO.TO","12-01-15",22.61
"DOO.TO","13-01-15",22.84
"DOO.TO","14-01-15",22.44
"DOO.TO","15-01-15",23.02
"DOO.TO","16-01-15",22.92
"DOO.TO","19-01-15",22.37
"DOO.TO","20-01-15",22.28
"DOO.TO","21-01-15",22.04
"DOO.TO","22-01-15",22.48
"DOO.TO","23-01-15",23.11
"DOO.TO","26-01-15",23.03
"DOO.TO","27-01-15",22.3
"DOO.TO","28-01-15",21.69
"DOO.TO","29-01-15",22.02
"DOO.TO","30-01-15",21.9
"DOO.TO","02-02-15",22.07
"DOO.TO","03-02-15",22
"DOO.TO","04-02-15",21.7
"DOO.TO","05-02-15",21.75
"DOO.TO","06-02-15",21.54
"DOO.TO","09-02-15",21.49
"DOO.TO","10-02-15",21.28
"DOO.TO","11-02-15",22.28
"DOO.TO","12-02-15",22.48
"DOO.TO","13-02-15",23.53
"DOO.TO","17-02-15",24.31
"DOO.TO","18-02-15",23.53
"DOO.TO","19-02-15",23.15
"DOO.TO","20-02-15",23.1
"DOO.TO","23-02-15",22.76
"DOO.TO","24-02-15",22.72
"DOO.TO","25-02-15",23.18
"DOO.TO","26-02-15",23.19
"DOO.TO","27-02-15",23.11
"DOO.TO","02-03-15",23
"DOO.TO","03-03-15",23.19
"DOO.TO","04-03-15",22.63
"DOO.TO","05-03-15",22.5
"DOO.TO","06-03-15",21.44
"DOO.TO","09-03-15",21.2
"DOO.TO","10-03-15",21.41
"DOO.TO","11-03-15",21.5
"DOO.TO","12-03-15",21.44
"DOO.TO","13-03-15",21.58
"DOO.TO","16-03-15",21.54
"DOO.TO","17-03-15",21.86
"DOO.TO","18-03-15",22.64
"DOO.TO","19-03-15",23.77
"DOO.TO","20-03-15",24.29
"DOO.TO","23-03-15",23.69
"DOO.TO","24-03-15",23.16
"DOO.TO","25-03-15",23
"DOO.TO","26-03-15",23.76
"DOO.TO","27-03-15",23.86
"DOO.TO","30-03-15",24.56
"DOO.TO","31-03-15",24.25
"DOO.TO","01-04-15",23.44
"DOO.TO","02-04-15",23.52
"DOO.TO","06-04-15",23.38
"DOO.TO","07-04-15",23.29
"DOO.TO","08-04-15",23.3
"DOO.TO","09-04-15",24.23
"DOO.TO","10-04-15",24.9
"DOO.TO","13-04-15",24.81
"DOO.TO","14-04-15",25.2
"DOO.TO","15-04-15",25.83
"DOO.TO","16-04-15",25.92
"DOO.TO","17-04-15",25.92
"DOO.TO","20-04-15",26.02
"DOO.TO","21-04-15",26.24
"DOO.TO","22-04-15",26.03
"DOO.TO","23-04-15",26.37
"DOO.TO","24-04-15",26.09
"DOO.TO","27-04-15",26.47
"DOO.TO","28-04-15",26.84
"DOO.TO","29-04-15",27.2
"DOO.TO","30-04-15",26.77
"DOO.TO","01-05-15",27.15
"DOO.TO","04-05-15",26.95
"DOO.TO","05-05-15",26.69
"DOO.TO","06-05-15",26.22
"DOO.TO","07-05-15",26.6
"DOO.TO","08-05-15",27.07
"DOO.TO","11-05-15",27.26
"DOO.TO","12-05-15",27.02
"DOO.TO","13-05-15",27.03
"DOO.TO","14-05-15",26.7
"DOO.TO","15-05-15",26.58
"DOO.TO","18-05-15",26.58
"DOO.TO","19-05-15",27.21
"DOO.TO","20-05-15",26.5
"DOO.TO","21-05-15",27.27
"DOO.TO","22-05-15",27.08
"DOO.TO","25-05-15",26.5
"DOO.TO","26-05-15",26.27
"DOO.TO","27-05-15",27.44
"DOO.TO","28-05-15",27.25
"DOO.TO","29-05-15",27.49
"DOO.TO","01-06-15",27.34
"DOO.TO","02-06-15",27.26
"DOO.TO","03-06-15",27.21
"DOO.TO","04-06-15",26.76
"DOO.TO","05-06-15",26.89
"DOO.TO","08-06-15",27.07
"DOO.TO","09-06-15",27.9
"DOO.TO","10-06-15",27.03
"DOO.TO","11-06-15",27.54
"DOO.TO","12-06-15",27.6
"DOO.TO","15-06-15",27.58
"DOO.TO","16-06-15",28.09
"DOO.TO","17-06-15",28.21
"DOO.TO","18-06-15",27.98
"DOO.TO","19-06-15",28.22
"DOO.TO","22-06-15",27.54
"DOO.TO","23-06-15",28.15
"DOO.TO","24-06-15",29.4
"DOO.TO","25-06-15",29.22
"DOO.TO","26-06-15",29.13
"DOO.TO","29-06-15",28.95
"DOO.TO","30-06-15",29.19
"DOO.TO","01-07-15",29.19
"DOO.TO","02-07-15",29.47
"DOO.TO","03-07-15",28.93
"DOO.TO","06-07-15",29.35
"DOO.TO","07-07-15",28.86
"DOO.TO","08-07-15",28.75
"DOO.TO","09-07-15",28.46
"DOO.TO","10-07-15",28.45
"DOO.TO","13-07-15",28.52
"DOO.TO","14-07-15",28.78
"DOO.TO","15-07-15",29.33
"DOO.TO","16-07-15",29.27
"DOO.TO","17-07-15",29.34
"DOO.TO","20-07-15",28.85
"DOO.TO","21-07-15",29.06
"DOO.TO","22-07-15",28.6
"DOO.TO","23-07-15",28.51
"DOO.TO","24-07-15",27.84
"DOO.TO","27-07-15",27.54
"DOO.TO","28-07-15",26.86
"DOO.TO","29-07-15",28.48
"DOO.TO","30-07-15",28.67
"DOO.TO","31-07-15",28.15
"DOO.TO","03-08-15",28.15
"DOO.TO","04-08-15",28.05
"DOO.TO","05-08-15",28.3
"DOO.TO","06-08-15",28.02
"DOO.TO","07-08-15",27.92
"DOO.TO","10-08-15",27.96
"DOO.TO","11-08-15",27.75
"DOO.TO","12-08-15",27.2
"DOO.TO","13-08-15",28.33
"DOO.TO","14-08-15",28.73
"DOO.TO","17-08-15",28.27
"DOO.TO","18-08-15",28.45
"DOO.TO","19-08-15",27.71
"DOO.TO","20-08-15",27.41
"DOO.TO","21-08-15",26.18
"DOO.TO","24-08-15",25.39
"DOO.TO","25-08-15",25.97
"DOO.TO","26-08-15",25.74
"DOO.TO","27-08-15",26.45
"DOO.TO","28-08-15",26.96
"DOO.TO","31-08-15",27.18
"DOO.TO","01-09-15",26.79
"DOO.TO","02-09-15",26.57
"DOO.TO","03-09-15",26.95
"DOO.TO","04-09-15",26.2
"DOO.TO","08-09-15",26.35
"DOO.TO","09-09-15",26.21
"DOO.TO","10-09-15",26.83
"DOO.TO","11-09-15",26.6
"DOO.TO","14-09-15",26.17
"DOO.TO","15-09-15",26.32
"DOO.TO","16-09-15",26.52
"DOO.TO","17-09-15",26.54
"DOO.TO","18-09-15",26.1
"DOO.TO","21-09-15",27.32
"DOO.TO","22-09-15",27.53
"DOO.TO","23-09-15",27.23
"DOO.TO","24-09-15",26.23
"DOO.TO","25-09-15",26.15
"DOO.TO","28-09-15",25.39
"DOO.TO","29-09-15",24.99
"DOO.TO","30-09-15",25.32
"DOO.TO","01-10-15",24.2
"DOO.TO","02-10-15",24.24
"DOO.TO","05-10-15",25.21
"DOO.TO","06-10-15",24.96
"DOO.TO","07-10-15",25.38
"DOO.TO","08-10-15",25.84
"DOO.TO","09-10-15",25.99
"DOO.TO","12-10-15",25.99
"DOO.TO","13-10-15",26.46
"DOO.TO","14-10-15",26.32
"DOO.TO","15-10-15",26.43
"DOO.TO","16-10-15",26.07
"DOO.TO","19-10-15",26.25
"DOO.TO","20-10-15",25.86
"DOO.TO","21-10-15",24.51
"DOO.TO","22-10-15",24
"DOO.TO","23-10-15",23.22
"DOO.TO","26-10-15",23.3
"DOO.TO","27-10-15",23.06
"DOO.TO","28-10-15",23.39
"DOO.TO","29-10-15",23.6
"DOO.TO","30-10-15",23.54
"DOO.TO","02-11-15",23.21
"DOO.TO","03-11-15",23.36
"DOO.TO","04-11-15",23.26
"DOO.TO","05-11-15",23.19
"DOO.TO","06-11-15",23.17
"DOO.TO","09-11-15",23.12
"DOO.TO","10-11-15",22.98
"DOO.TO","11-11-15",23.04
"DOO.TO","12-11-15",23
"DOO.TO","13-11-15",23.05
"DOO.TO","16-11-15",22.87
"DOO.TO","17-11-15",22.8
"DOO.TO","18-11-15",22.8
"DOO.TO","19-11-15",22.8
"DOO.TO","20-11-15",22.78
"DOO.TO","23-11-15",22.75
"DOO.TO","24-11-15",22.34
"DOO.TO","25-11-15",22.4
"DOO.TO","26-11-15",22.74
"DOO.TO","27-11-15",22.7
"DOO.TO","30-11-15",21.85
"DOO.TO","01-12-15",22.14
"DOO.TO","02-12-15",22.1
"DOO.TO","03-12-15",21.97
"DOO.TO","04-12-15",21.18
"DOO.TO","07-12-15",21
"DOO.TO","08-12-15",20.65
"DOO.TO","09-12-15",20.08
"DOO.TO","10-12-15",20.18
"DOO.TO","11-12-15",22.1
"DOO.TO","14-12-15",20.55
"DOO.TO","15-12-15",20.71
"DOO.TO","16-12-15",21.12
"DOO.TO","17-12-15",20.25
"DOO.TO","18-12-15",20.18
"DOO.TO","21-12-15",20.25
"DOO.TO","22-12-15",20.26
"DOO.TO","23-12-15",19.97
"DOO.TO","24-12-15",20.21
"DOO.TO","28-12-15",20.2
"DOO.TO","29-12-15",20.2
"DOO.TO","30-12-15",20.01
"DOO.TO","31-12-15",19.88
"DPM.TO","02-01-15",2.97
"DPM.TO","05-01-15",3.12
"DPM.TO","06-01-15",3.3
"DPM.TO","07-01-15",3.25
"DPM.TO","08-01-15",3.13
"DPM.TO","09-01-15",3.33
"DPM.TO","12-01-15",3.35
"DPM.TO","13-01-15",3.21
"DPM.TO","14-01-15",2.79
"DPM.TO","15-01-15",2.82
"DPM.TO","16-01-15",3.14
"DPM.TO","19-01-15",3.32
"DPM.TO","20-01-15",3.58
"DPM.TO","21-01-15",3.61
"DPM.TO","22-01-15",3.53
"DPM.TO","23-01-15",3.43
"DPM.TO","26-01-15",3.48
"DPM.TO","27-01-15",3.7
"DPM.TO","28-01-15",3.49
"DPM.TO","29-01-15",3.39
"DPM.TO","30-01-15",3.58
"DPM.TO","02-02-15",3.63
"DPM.TO","03-02-15",3.45
"DPM.TO","04-02-15",3.51
"DPM.TO","05-02-15",3.58
"DPM.TO","06-02-15",3.41
"DPM.TO","09-02-15",3.39
"DPM.TO","10-02-15",3.26
"DPM.TO","11-02-15",3.21
"DPM.TO","12-02-15",3.16
"DPM.TO","13-02-15",3.18
"DPM.TO","17-02-15",3.01
"DPM.TO","18-02-15",3.18
"DPM.TO","19-02-15",3.05
"DPM.TO","20-02-15",2.9
"DPM.TO","23-02-15",2.83
"DPM.TO","24-02-15",2.89
"DPM.TO","25-02-15",2.99
"DPM.TO","26-02-15",3.04
"DPM.TO","27-02-15",2.98
"DPM.TO","02-03-15",3
"DPM.TO","03-03-15",2.99
"DPM.TO","04-03-15",2.96
"DPM.TO","05-03-15",3.06
"DPM.TO","06-03-15",2.67
"DPM.TO","09-03-15",2.51
"DPM.TO","10-03-15",2.39
"DPM.TO","11-03-15",2.5
"DPM.TO","12-03-15",2.43
"DPM.TO","13-03-15",2.51
"DPM.TO","16-03-15",2.68
"DPM.TO","17-03-15",2.74
"DPM.TO","18-03-15",2.81
"DPM.TO","19-03-15",2.94
"DPM.TO","20-03-15",2.97
"DPM.TO","23-03-15",3.02
"DPM.TO","24-03-15",3.03
"DPM.TO","25-03-15",3.04
"DPM.TO","26-03-15",2.79
"DPM.TO","27-03-15",2.77
"DPM.TO","30-03-15",2.68
"DPM.TO","31-03-15",2.72
"DPM.TO","01-04-15",2.9
"DPM.TO","02-04-15",2.91
"DPM.TO","06-04-15",2.98
"DPM.TO","07-04-15",3.12
"DPM.TO","08-04-15",3.02
"DPM.TO","09-04-15",2.95
"DPM.TO","10-04-15",3.07
"DPM.TO","13-04-15",3.01
"DPM.TO","14-04-15",2.96
"DPM.TO","15-04-15",3.14
"DPM.TO","16-04-15",2.98
"DPM.TO","17-04-15",2.95
"DPM.TO","20-04-15",2.86
"DPM.TO","21-04-15",2.87
"DPM.TO","22-04-15",2.87
"DPM.TO","23-04-15",2.89
"DPM.TO","24-04-15",2.85
"DPM.TO","27-04-15",2.91
"DPM.TO","28-04-15",3.02
"DPM.TO","29-04-15",2.97
"DPM.TO","30-04-15",2.91
"DPM.TO","01-05-15",2.89
"DPM.TO","04-05-15",2.93
"DPM.TO","05-05-15",2.96
"DPM.TO","06-05-15",2.83
"DPM.TO","07-05-15",2.87
"DPM.TO","08-05-15",2.84
"DPM.TO","11-05-15",2.85
"DPM.TO","12-05-15",2.93
"DPM.TO","13-05-15",2.86
"DPM.TO","14-05-15",2.85
"DPM.TO","15-05-15",2.89
"DPM.TO","18-05-15",2.89
"DPM.TO","19-05-15",2.84
"DPM.TO","20-05-15",2.85
"DPM.TO","21-05-15",2.86
"DPM.TO","22-05-15",2.89
"DPM.TO","25-05-15",2.86
"DPM.TO","26-05-15",2.76
"DPM.TO","27-05-15",2.7
"DPM.TO","28-05-15",2.61
"DPM.TO","29-05-15",2.61
"DPM.TO","01-06-15",2.69
"DPM.TO","02-06-15",2.71
"DPM.TO","03-06-15",2.75
"DPM.TO","04-06-15",2.74
"DPM.TO","05-06-15",2.55
"DPM.TO","08-06-15",2.55
"DPM.TO","09-06-15",2.55
"DPM.TO","10-06-15",2.61
"DPM.TO","11-06-15",2.58
"DPM.TO","12-06-15",2.52
"DPM.TO","15-06-15",2.5
"DPM.TO","16-06-15",2.48
"DPM.TO","17-06-15",2.49
"DPM.TO","18-06-15",2.53
"DPM.TO","19-06-15",2.57
"DPM.TO","22-06-15",2.63
"DPM.TO","23-06-15",2.61
"DPM.TO","24-06-15",2.63
"DPM.TO","25-06-15",2.61
"DPM.TO","26-06-15",2.58
"DPM.TO","29-06-15",2.52
"DPM.TO","30-06-15",2.54
"DPM.TO","01-07-15",2.54
"DPM.TO","02-07-15",2.46
"DPM.TO","03-07-15",2.46
"DPM.TO","06-07-15",2.57
"DPM.TO","07-07-15",2.46
"DPM.TO","08-07-15",2.41
"DPM.TO","09-07-15",2.37
"DPM.TO","10-07-15",2.37
"DPM.TO","13-07-15",2.45
"DPM.TO","14-07-15",2.49
"DPM.TO","15-07-15",2.54
"DPM.TO","16-07-15",2.46
"DPM.TO","17-07-15",2.41
"DPM.TO","20-07-15",2.22
"DPM.TO","21-07-15",2.2
"DPM.TO","22-07-15",2.13
"DPM.TO","23-07-15",2
"DPM.TO","24-07-15",2.05
"DPM.TO","27-07-15",2.01
"DPM.TO","28-07-15",2
"DPM.TO","29-07-15",2.17
"DPM.TO","30-07-15",2.08
"DPM.TO","31-07-15",2.04
"DPM.TO","03-08-15",2.04
"DPM.TO","04-08-15",2.08
"DPM.TO","05-08-15",2
"DPM.TO","06-08-15",2.03
"DPM.TO","07-08-15",2.02
"DPM.TO","10-08-15",2.02
"DPM.TO","11-08-15",2.07
"DPM.TO","12-08-15",2.31
"DPM.TO","13-08-15",2.18
"DPM.TO","14-08-15",2.1
"DPM.TO","17-08-15",2.22
"DPM.TO","18-08-15",2.19
"DPM.TO","19-08-15",2.34
"DPM.TO","20-08-15",2.5
"DPM.TO","21-08-15",2.29
"DPM.TO","24-08-15",2.16
"DPM.TO","25-08-15",2.42
"DPM.TO","26-08-15",2.21
"DPM.TO","27-08-15",2.38
"DPM.TO","28-08-15",2.49
"DPM.TO","31-08-15",2.29
"DPM.TO","01-09-15",2.29
"DPM.TO","02-09-15",2.23
"DPM.TO","03-09-15",2.2
"DPM.TO","04-09-15",2.23
"DPM.TO","08-09-15",2.18
"DPM.TO","09-09-15",2.2
"DPM.TO","10-09-15",2.16
"DPM.TO","11-09-15",2.33
"DPM.TO","14-09-15",2.33
"DPM.TO","15-09-15",2.29
"DPM.TO","16-09-15",2.34
"DPM.TO","17-09-15",2.47
"DPM.TO","18-09-15",2.38
"DPM.TO","21-09-15",2.33
"DPM.TO","22-09-15",2.29
"DPM.TO","23-09-15",2.29
"DPM.TO","24-09-15",2.38
"DPM.TO","25-09-15",2.26
"DPM.TO","28-09-15",2.17
"DPM.TO","29-09-15",2.16
"DPM.TO","30-09-15",2.18
"DPM.TO","01-10-15",2.19
"DPM.TO","02-10-15",2.25
"DPM.TO","05-10-15",2.28
"DPM.TO","06-10-15",2.19
"DPM.TO","07-10-15",2.23
"DPM.TO","08-10-15",2.13
"DPM.TO","09-10-15",2.15
"DPM.TO","12-10-15",2.15
"DPM.TO","13-10-15",2.05
"DPM.TO","14-10-15",2.3
"DPM.TO","15-10-15",2.21
"DPM.TO","16-10-15",2.13
"DPM.TO","19-10-15",2.15
"DPM.TO","20-10-15",2.01
"DPM.TO","21-10-15",2.03
"DPM.TO","22-10-15",2
"DPM.TO","23-10-15",2
"DPM.TO","26-10-15",1.99
"DPM.TO","27-10-15",1.98
"DPM.TO","28-10-15",1.94
"DPM.TO","29-10-15",1.8
"DPM.TO","30-10-15",1.73
"DPM.TO","02-11-15",1.7
"DPM.TO","03-11-15",1.66
"DPM.TO","04-11-15",1.61
"DPM.TO","05-11-15",1.64
"DPM.TO","06-11-15",1.63
"DPM.TO","09-11-15",1.62
"DPM.TO","10-11-15",1.63
"DPM.TO","11-11-15",1.66
"DPM.TO","12-11-15",1.59
"DPM.TO","13-11-15",1.53
"DPM.TO","16-11-15",1.56
"DPM.TO","17-11-15",1.45
"DPM.TO","18-11-15",1.51
"DPM.TO","19-11-15",1.62
"DPM.TO","20-11-15",1.51
"DPM.TO","23-11-15",1.39
"DPM.TO","24-11-15",1.38
"DPM.TO","25-11-15",1.39
"DPM.TO","26-11-15",1.4
"DPM.TO","27-11-15",1.32
"DPM.TO","30-11-15",1.31
"DPM.TO","01-12-15",1.34
"DPM.TO","02-12-15",1.33
"DPM.TO","03-12-15",1.33
"DPM.TO","04-12-15",1.37
"DPM.TO","07-12-15",1.33
"DPM.TO","08-12-15",1.27
"DPM.TO","09-12-15",1.18
"DPM.TO","10-12-15",1.17
"DPM.TO","11-12-15",1.18
"DPM.TO","14-12-15",1.19
"DPM.TO","15-12-15",1.23
"DPM.TO","16-12-15",1.3
"DPM.TO","17-12-15",1.31
"DPM.TO","18-12-15",1.35
"DPM.TO","21-12-15",1.34
"DPM.TO","22-12-15",1.27
"DPM.TO","23-12-15",1.31
"DPM.TO","24-12-15",1.33
"DPM.TO","28-12-15",1.26
"DPM.TO","29-12-15",1.26
"DPM.TO","30-12-15",1.28
"DPM.TO","31-12-15",1.28
"DR.TO","02-01-15",18.52
"DR.TO","05-01-15",18.44
"DR.TO","06-01-15",18.02
"DR.TO","07-01-15",18.11
"DR.TO","08-01-15",18.04
"DR.TO","09-01-15",18.59
"DR.TO","12-01-15",18.78
"DR.TO","13-01-15",18.82
"DR.TO","14-01-15",18.72
"DR.TO","15-01-15",19.03
"DR.TO","16-01-15",19.31
"DR.TO","19-01-15",19.1
"DR.TO","20-01-15",18.91
"DR.TO","21-01-15",18.95
"DR.TO","22-01-15",19.05
"DR.TO","23-01-15",19.3
"DR.TO","26-01-15",19.43
"DR.TO","27-01-15",19.65
"DR.TO","28-01-15",19.12
"DR.TO","29-01-15",19.46
"DR.TO","30-01-15",19.59
"DR.TO","02-02-15",19.99
"DR.TO","03-02-15",19.6
"DR.TO","04-02-15",19.6
"DR.TO","05-02-15",19.36
"DR.TO","06-02-15",19.53
"DR.TO","09-02-15",19.4
"DR.TO","10-02-15",19.52
"DR.TO","11-02-15",19.55
"DR.TO","12-02-15",19.45
"DR.TO","13-02-15",19.33
"DR.TO","17-02-15",19.42
"DR.TO","18-02-15",19.27
"DR.TO","19-02-15",18.89
"DR.TO","20-02-15",18.94
"DR.TO","23-02-15",18.73
